id	filename	md5	size	state
67143092-da0e-4601-87a5-9e71c46179ca	13fe6d54-192b-4e93-92a8-02ab20e589ed.FPKM.txt.gz	65f1d940fe7a83db32809f653ca6e932	508581	released
f6166fac-9cd9-4f2e-a8e9-e08fcce0d380	ff7a8aa0-f671-441d-adfb-e1139614a47a.FPKM.txt.gz	32fb5de7febd523776a4395eb032ab42	546840	released
94f8c86b-e624-4632-9d2d-17bf67404ee4	156b326a-3fa5-4394-af29-7db1c2f3463b.FPKM.txt.gz	5a2007791e4e57793f648bfc8f992445	551388	released
88099a14-54c5-460a-8cbf-424c13ab4f4e	29e88863-d1b0-4da0-be95-d0a82eb1d08b.FPKM.txt.gz	14bb80c9ec256be5f5377724b2acce09	513780	released
0b9c35e3-b0e9-4b7a-b0fd-8a837edf872e	640ccf3e-487f-49ca-8df6-67e10d852c9e.FPKM.txt.gz	bd81b6b262ed55611bd142b64b081b10	519867	released
f2cdc374-922d-4478-813a-a37c687fbb15	ecbab673-6313-4396-86aa-b06c67513c3b.FPKM.txt.gz	b310b09fc2552ad2093f5a7669f0927d	519829	released
012e5632-e932-4b24-be77-34eac2162e07	92de83d1-ba60-413c-8d21-d066505fe306.FPKM.txt.gz	6169c34f6c1685c6ac5cfd251c9aafb4	523949	released
a762c20a-11b4-4766-8027-c4e71ec4fe58	22a4a58f-b03a-49f7-bcc0-e387be0e651c.FPKM.txt.gz	81ed69792f243107573a12f6950dbc30	516395	released
43d3b4af-87bf-4a22-a37f-8f013f42abbf	de3d2ca0-d59f-46b3-9b15-fad972cfa86e.FPKM.txt.gz	f2918cf2c052cc3aaa3b5f6b3ff8c9bc	613386	released
323ebcc2-dbbc-4a81-bd20-38e14d9206f3	996fa724-fa06-4f69-abd7-910a1a74e276.FPKM.txt.gz	e9b98cbcccb882c238a9f139995464ba	507391	released
e204056f-ae10-4c83-a97d-db88e3203afd	3ff465f0-6c58-41eb-bad1-15bd5cd80531.FPKM.txt.gz	9d78808153a5f1afe43611402e855f56	538155	released
d730b8d6-1e42-4d5e-ae29-72f465d93def	29becab5-d444-4165-a8a0-35791c09a162.FPKM.txt.gz	beef4cde191f01678751043ad2eb972e	550121	released
e489c76e-d4d6-4484-9536-20197477eb4c	3e124db2-ed81-4d69-a673-a23095919d1b.FPKM.txt.gz	c52f1fc7f92d3bc01cbd6fcc8a68a390	519613	released
bf21059e-3f60-4528-9949-bf7021757448	63554af4-f56a-49aa-9b10-710ed85ffa13.FPKM.txt.gz	581c93ba2cbf6d1671a39eaf3c032b4d	547728	released
4672bb9a-f372-4ddc-8ed3-db70f13c22ae	bed41d1f-443b-4abe-917c-e79f03bf2ae3.FPKM.txt.gz	e6775d8378ba0dba4f197cda8a7239c8	524441	released
eb4c1a59-7923-4089-87b7-39fc2e093a12	91f4add6-50e3-48a0-b332-2946389309db.FPKM.txt.gz	8848c8549fdb28acf37cbde84b74d111	521121	released
19df7136-c946-4b28-be4a-85b7fdfe1d3d	db87c217-8596-41d8-b4d7-1b6b1f289e5a.FPKM.txt.gz	de99843e1eaefd91973c21bf5a80429f	526941	released
6a293910-936c-4e97-9099-b625e6b2708d	f3931125-95ce-4c67-be63-edc11068cffe.FPKM.txt.gz	1c6e2d19c255f874ed6e8279dd281007	550024	released
ea3a8515-8a49-4eb0-bd02-87226cd3a7e4	9a9ad966-3448-4ac4-81c2-df59121204f0.FPKM.txt.gz	047d6dfaa7ffd6e234582f798dab8ebe	491011	released
e63ebc9c-5e7d-4373-9bd7-1ec88cff9803	fddf0083-59bd-4352-8e3d-7e5715f6d5b0.FPKM.txt.gz	d67a88a8a21a0e3f0d3a982ae6f67a05	530770	released
c7f59c30-6cba-44ba-bcb6-a4249a5db967	6fd37782-98d7-4704-b046-b18574b65be4.FPKM.txt.gz	33dae9f39ace3f4ef7c73b6ecf8f4fbd	515062	released
e5d947c7-44f9-40ad-87a1-940e1c733951	b96fb7a6-9e5c-48ce-9ef8-aaef675cdfdd.FPKM.txt.gz	695b6ae97f9ab54504ddb9ae7647ee6c	524016	released
c9c72873-992a-493e-9d8c-9e3a4dd7bb67	565367a2-ff0e-46bf-9c53-818a9e92d35c.FPKM.txt.gz	2b917b3e5315c18f9ff97bde8c9ec49d	320191	released
17449fa0-95ab-4521-8fec-b90dad521b24	8d75c887-bee6-42d0-9295-3b78789b7b35.FPKM.txt.gz	b2074361f6065b7748a8e61bf52af02a	300320	released
9b4f4ee5-493c-4e17-a123-e2a3615e9cf1	4177e2aa-9721-4379-9146-49b73d53176c.FPKM.txt.gz	b25212c02dadbacd0336d328bd173e18	304894	released
83f47a3f-5cb6-4541-a568-c998314cd9d3	09e8a8b9-c7a2-44fe-91d8-37a9b0db9add.FPKM.txt.gz	8fadf327215719b2ad6e7c30c80032da	298368	released
c31a7519-9917-4d06-abf8-210b3147a1fd	6fe662c3-c2c3-4c70-9f77-5061cea46203.FPKM.txt.gz	a4a21b1625f6c392d65df6969e613ce4	517393	released
75ae42cc-fc36-4ca6-99d5-8c0805ae3b77	376b5370-e44b-47fa-b878-b48d6899e7a5.FPKM.txt.gz	d4f85c01923dac4ce5d3844c50190f35	532050	released
490d3bc8-a52b-44f7-8c74-ff0e0a79a758	5029587e-a11b-473d-b14d-b17615b50047.FPKM.txt.gz	4c228ec341cd9901689862f55aefd3ff	521260	released
46fccc19-405a-42be-97a7-7da82e394b0d	56bb3b94-ceb1-4f7d-b424-53c3ded5a82e.FPKM.txt.gz	d0476ea74bafd9f92539606cde4ce40c	519525	released
77319868-f95e-466c-bb20-5312f67eccca	e8c9698c-db12-4332-a58e-3e975aba9083.FPKM.txt.gz	3047aaa5a52b1051512efc1671999405	513505	released
b8f7289d-8e20-4445-8e18-ccb854075226	b9ae2ae1-92ef-4fc0-bcd6-b251344d6210.FPKM.txt.gz	e32e5ccf0f2fd8d57ca92712f3d4dcf4	513749	released
e3266aaa-6cdc-4373-981d-0cd3f9f16bf0	76b80383-6cc2-412e-a471-169e1a09ad1f.FPKM.txt.gz	77df98b241df16c94c86a5048ef62421	505007	released
7374bfc7-e1e8-46c0-a35f-b1c9e9cb30c9	804e0d5d-3a94-443b-aa21-647e4c85475d.FPKM.txt.gz	75a4422a3f14b007d3615307a9346163	522192	released
33dbbcd9-3486-4ffe-bc0a-ef56c51dd510	c14ab711-0c5e-4d6e-830c-5fbeb8dd2bdc.FPKM.txt.gz	b4928c5b1f9f06210a69cdf32108d3aa	521967	released
68770949-549c-4e8a-8e70-a8202261859c	49d22e23-102c-4ea4-84bc-215dd2e8002e.FPKM.txt.gz	4f6722795794598840b49a86aea92d68	515723	released
609f3221-4438-4615-8855-dfee266f91dc	76755541-6a18-45d4-b4c5-13785ca9c586.FPKM.txt.gz	a1f1b00b4a93f1ade2512a849da0a6a4	514529	released
8f14070c-04f1-4723-ba13-936d78aa103f	eb8075bd-a772-4ddf-b259-24dee752f8c6.FPKM.txt.gz	1616d4314957a94cc6dceb2b47ec995f	493278	released
e2109fa6-6c2d-42f8-a1b7-47c5ba413b2a	5a1115b6-f0b9-4912-a493-7b239e3f674b.FPKM.txt.gz	42c5b44cba6d90aeb1ab813c1e621da4	507343	released
ca41ed17-beca-4c29-be53-41db8ffc1df7	28d619c4-0511-4db1-bc3a-7a1c9ceec662.FPKM.txt.gz	18a683c11e2e690f802d9e3c4a4bb604	522417	released
4a2ee37c-774e-44dd-9889-396645963756	d56f943d-74a6-4a8a-85df-85fd737b0eab.FPKM.txt.gz	a226dc38016421f6fa4506116c4e399b	532023	released
cac3eb75-f38e-493b-99a8-d90988dbb66e	3dce2e68-bcf1-42b6-9374-b2724a0f5242.FPKM.txt.gz	dc373c6ad149edb80505b20e637758cc	517470	released
eea79d37-468a-44c4-bb06-f758753b96a4	22ec8ef1-957b-468e-b101-a9e088f86338.FPKM.txt.gz	3422057d466f2e3bdcb4592a84bbfdad	531562	released
bad90d8f-2269-4448-8546-470597bb2d2d	57e55f20-f2a6-4d40-88cd-8aab747791b7.FPKM.txt.gz	bfbf6d83d230858a42f629c5c9f83bea	516731	released
a95f92d9-0311-44c0-b7ae-407242413c38	4420ad53-b47c-4e60-9abe-bff8b2561946.FPKM.txt.gz	b44a5cb39b08595b05992b9153f6bec6	512155	released
45ab4837-22eb-401b-8af6-f71f722d9631	91bad16d-bded-491a-95b4-f21ff7242a0e.FPKM.txt.gz	7ac8ceef213d04a15c2988ee0c63f97b	493980	released
359a6e01-7495-40a5-a80f-8f8f36de0c43	13918b1d-75f3-4195-83f2-cf64ab4359b9.FPKM.txt.gz	bb147d07470f9de3c4513bfcf9b34eb2	491024	released
0724494e-ab4f-4000-8ced-c74779d9b012	c898f9c0-3f1f-4c10-bca4-fa3d1b856029.FPKM.txt.gz	0841f91d63682a29491c02bd0875cbf0	511608	released
95338bb4-a9e0-44a0-8e75-ec5f70022ced	a44f80d5-ca03-488e-82dd-64022e22cf94.FPKM.txt.gz	0392f6587309782845c6aa13a5494fb0	518769	released
7ca1cf93-646d-4011-9e83-37a37d962845	42085a56-f0b6-4f59-9e73-d63d087e5fb4.FPKM.txt.gz	5f7c84046c7316590b797228a880526e	525421	released
de0e995d-6832-4511-80e4-0e5afe4554c2	51704b89-eb0c-48bb-931f-170651def40e.FPKM.txt.gz	9c362a9793126795a309beee1c940b35	584636	released
4add879d-ddef-4bc2-bc9d-479481bf3378	f4a8ce7c-a9cf-42d4-b88c-736d3814e089.FPKM.txt.gz	9423d4ce194e647acd1e3c16241376cb	545851	released
89a58cc6-5364-441a-bf83-039a5cd6bf5f	4cfa3e4c-3a86-4d76-b86f-a25686084858.FPKM.txt.gz	d9d1c19221093fd439f166fdf648f570	481727	released
edc8401a-c497-4594-ac3e-73f321355be8	2d197eef-91aa-442e-aecd-6fc7c699f802.FPKM.txt.gz	7428364d579afb57c37683f3b7a9ac63	509846	released
99c5abdc-8e8a-4b0c-8ac6-d105a1d3e1bd	3897dd46-34cb-4907-b8fa-3174cc1d2b40.FPKM.txt.gz	93beac9220fc1b341d8c7eeb54f05a18	484499	released
1b983560-b894-4b64-9b53-9347cb0a6bd2	6556bf1a-8c0a-414a-a75e-3dda0a819f1d.FPKM.txt.gz	264104cf3fac88412583163c4bf98471	510871	released
cf22c1a6-50a7-4d85-a71d-2ebb0ddfaa7d	74c76d08-67cf-468b-a021-f1c85de08785.FPKM.txt.gz	5fac43a9e323729ce2012489594e778c	523220	released
7c34a696-5fa4-47b3-aeee-45d5a1ae389b	78063b18-e580-4b2b-b044-cda9a78c3d86.FPKM.txt.gz	7e04f9b9146f9b882f5f06cfce7fa62c	517135	released
9c395c19-b598-419f-8e3f-a5baeb8f34b8	c6ed3d21-f764-4b46-b896-a03f4636c210.FPKM.txt.gz	c439cf3e692e78d2d36f76736bc9abde	528247	released
c961e00e-59bc-43cd-ae6d-959e5e484a61	2fc3d9c9-9d0c-47b4-b6f6-b0e45b0c9cd5.FPKM.txt.gz	9b5158669653d5921a8fe53b9527faa4	496136	released
303fce63-b564-4456-9a39-eb2314d9dbfc	9e2a71b9-8f43-4fef-8fa6-ef4113521903.FPKM.txt.gz	576b171875f7cf085542bf69d5e85da8	525453	released
e7257e9b-3200-48eb-a354-31ef03456a18	0ed8b73d-e784-42d6-b2ef-3b752a000b07.FPKM.txt.gz	f11532993d682e1f509d35b7ea4787f3	301329	released
832d6426-9f11-4ac1-8e38-20e5cf5613c7	29cc766a-86f8-4de7-b5fc-56fc42be6570.FPKM.txt.gz	82b307c5bd592264b0db1513aa18b70c	310624	released
e74af18b-3505-4c9c-80b9-5dedcdf46084	0a85f49a-cbfb-46b6-a264-0fd497a2b31e.FPKM.txt.gz	f647d234f29b4fbe9b887516e3cf4a25	309264	released
e615e4a4-ec08-4872-b422-9488196dfdf2	86df3e70-7800-4a0a-a1e4-342ba7bd9f57.FPKM.txt.gz	32fde787bb8eb87a710a4ab0c3ca0a63	306489	released
9fc148b7-550b-44b0-8c46-d77f572a0925	7125f642-7b35-49b6-b400-b80f2d7a052d.FPKM.txt.gz	b58b73e0866d7e86b5f1b66a890700c0	308822	released
3cdfe7b6-b7c4-4da0-be5a-87b8f2c277fe	a8d90f96-19e8-4b2c-a9c8-904a4063d235.FPKM.txt.gz	786f61cc4f13fb4d5009111dbe093b26	520774	released
eb3eb919-1fed-453e-8203-b01544c4021f	4d83267c-3fe7-4cfb-8d3b-c63370e725c8.FPKM.txt.gz	e602a2a6caff3aaa6bba83bf78b14743	534166	released
01f76df2-6ecc-40b6-adc9-33c352a50e69	432bfb40-6587-4393-89b8-456e639152e8.FPKM.txt.gz	5cfeb1a97261c7e91238fdcefb497ec2	522952	released
25bb544b-8a31-4c96-9d0c-8d7588d1a471	be5d2862-2042-43f3-9469-9c8c599e21fc.FPKM.txt.gz	3b0038a39e11b1105cf55d9387b0380a	532887	released
448e9f95-ecc7-4b32-aded-a6ffa3122e9d	9cb91836-3ed3-47e9-8f86-eb15937fd537.FPKM.txt.gz	47b4deb6735a5ea82f943c84f19b0dac	469257	released
65773d3d-91c8-4aac-9038-6bbbde85038f	174fd311-438f-481a-90de-057ab4689cdc.FPKM.txt.gz	027fab056dfe14b17d72ee7ec1d750db	316467	released
ab63d60e-969d-46b2-92de-4f7532dfef36	3cc71563-a8da-45ae-991d-f90058de6635.FPKM.txt.gz	0c01fb401185f28dc52a66727c6febd4	310171	released
b6646c4c-55b1-42e8-9056-c1e541d3aa27	69d4e5d4-0d59-4720-8501-4a9020caa2d3.FPKM.txt.gz	bc446cb33a35a9f127566e2ac0232621	502350	released
b0f6d3cc-a6da-4c9d-9c8a-2680b1a13d51	d397607b-1655-47a8-91d4-eb6271da53d9.FPKM.txt.gz	a34046b83713a9fe309da00520bb1c47	500990	released
8708ef79-9810-4d83-b139-ee5e32d83c79	1d619122-94f2-4ced-81a3-475b6a510c3c.FPKM.txt.gz	6b184ec76a73ca4b9d24f6f4567c50eb	521091	released
547932ee-948b-415a-a8a4-88c66ce780d0	65393588-3484-4942-80d5-fb3a43cbc543.FPKM.txt.gz	9c736c5f8311dbba1f76f7cc35dddf7e	546810	released
db65f186-701b-4b84-b8d8-4c087b2acd2d	9f2932d6-bb5c-4ce0-9ea7-281a459fb64a.FPKM.txt.gz	d23e2a200711417bbfddfded76569939	524245	released
a186d8e6-27c4-4dc1-8337-2d733ea931f5	298d4abf-31eb-4155-904a-1b8f4fea371d.FPKM.txt.gz	b0af2ed54d9d0f18cd0934ca5b4f2a0e	549091	released
117c9f65-0fec-447c-b264-56a07a7976a6	d0948978-3724-49dd-b7f7-5a28ca9a8571.FPKM.txt.gz	f61aca0d4045595e7f5736fc8f99309c	519602	released
718435ee-b0ff-4e5c-849d-04370fcde586	1f578919-3fbb-4491-8381-46b097f5339c.FPKM.txt.gz	43cb3fc2e56c7ce0a5bf20cef742c556	527335	released
75672bfd-6280-4768-a15c-3f2e430f9dd7	536f6749-4430-4c7e-93e3-c60e629c502c.FPKM.txt.gz	73ee89255a6af47f9672bff6bc1fefac	533187	released
d68b26b5-98f9-4c69-8075-f24e2fccfbdb	984ea13e-adc6-48f7-830d-66ce450a2ea0.FPKM.txt.gz	a62f32c6d3705c7eed4894c5c8b083b9	521574	released
f48cd1e2-98e2-49d4-9ed0-f327e58b6844	0b2cf05d-1d12-4fcf-898f-3e9e90b97dda.FPKM.txt.gz	ef541a24b1e16049be285e66a86aae51	569416	released
a427d639-26ae-4bcd-995a-6376a51c984b	f091a9a1-1645-4a21-b5a2-2f7cae2bdbfe.FPKM.txt.gz	2588dd5697d803bb1164ae2634045d0b	528831	released
e75c14cc-6f7a-4c5a-a7b8-32b79b6a8db4	c5c166cc-9a61-4340-901b-d198cb522289.FPKM.txt.gz	9d439ef29728c3c2d766c57f5e4525d7	535189	released
52356d1c-a5f9-4da2-a193-d19481e11c90	22b2ac9e-b6d4-415e-b7ab-7c3c85c8d215.FPKM.txt.gz	aa34a28ce22717c3fcd388fa28ab4341	535126	released
017bc53d-88a5-4b8e-887c-b464a93d980e	bfd8c6e2-15cc-48ae-a4a3-722ab3527fb9.FPKM.txt.gz	fea058f9a9ffb8cc39ebd2df00d22600	513977	released
b9617d1d-d4bf-44c1-8a60-8395a02bec90	53bbcddc-bbee-4a5c-ae1b-f68a5e7ef01c.FPKM.txt.gz	f5ae29e3078d267c400fa792fe0582d9	550956	released
0e22fc3d-b171-4224-9a62-0f62d3f42b03	acbe8040-a94b-4c8f-9a45-8f05182d9aed.FPKM.txt.gz	6fa21ba38779800ad020a5d6ed452942	528022	released
1b53744b-cd36-4d87-858b-df653090c9cc	f71ca4cb-1677-41cd-aec1-cd2702fb840e.FPKM.txt.gz	29bcb57adda4a8e3089bbfe99856b7bd	522844	released
6eb3154d-0d7d-405a-8053-8beaa9e1bf28	60da5b9c-f663-414c-88f7-98a21ddffd15.FPKM.txt.gz	ae920ea8af531251e28f1595b319f3b1	464512	released
fb38919f-e0ea-4986-837c-8a60869b2c9d	890e77af-4b9d-417b-8cc1-7c3365155acb.FPKM.txt.gz	e3999e61f370617a2eb6344287cbacde	502228	released
