id	filename	md5	size	state
96105991-fb29-4b37-bea8-9ece468fc307	be15f7d4-adb5-4aac-ba79-7e2ac311fdc6.mirbase21.mirnas.quantification.txt	6bc603add09e4b1d2164e4f69073e1e8	50062	released
1029cad9-e331-4112-81f1-42f3253e282c	fc3c1f5e-0997-4d91-b140-37bd30b84c7c.mirbase21.mirnas.quantification.txt	361265b63617967762171e37b666e1d0	50250	released
017e456a-9eac-4beb-a8dc-ec90f87d7a99	536f78c3-46ed-4120-b54f-b27d229ec2c3.mirbase21.mirnas.quantification.txt	824f4c8c16c613b787e9c77e7e8f1345	50532	released
26ff1ce5-2dc7-4803-9f73-960e1d6ddc02	6efe4ea2-c1ae-4292-931d-bf46dfcbbe28.mirbase21.mirnas.quantification.txt	19f43c76d7088e204edd8dc6bd4eb16c	50155	released
9864f67a-9add-4368-a31b-ec94e1724754	1b06b724-8e07-4bdc-8827-7825437d94e7.mirbase21.mirnas.quantification.txt	898b1ce5c440bb46e0d3a8ab83c2fada	50153	released
4b9f9dcc-f9cc-4323-947e-5c6dc0eb3a52	331c1e3e-2e99-4aed-9ede-7815b0c524a1.mirbase21.mirnas.quantification.txt	b3ab1f3a8b1425eb5aa5208dae7f1d54	50075	released
6677906a-2a7b-4df8-912a-264b31da787e	f46a672d-6bf8-412d-8ef5-c7a4dfaac63a.mirbase21.mirnas.quantification.txt	2af198c69dab7e6480930c336573fa3f	50168	released
5a09d94c-617d-43f0-9402-3aabe2be5584	635cf02d-b166-4569-908d-879dbefdc610.mirbase21.mirnas.quantification.txt	f0cfcc7cac5bba0ac58e69109f548f75	50833	released
cf0f4891-b118-4243-a5b8-e6faa2af9ec0	7f7298d3-b526-4c82-84f5-fb3e5778dc44.mirbase21.mirnas.quantification.txt	7c6937145f43f517dd66639549469e61	50117	released
abbdd220-772e-4f0d-be88-0c44b4bf3efe	6914d1d6-b612-4dd9-a6ce-cc10a19191c6.mirbase21.mirnas.quantification.txt	0f6aed95e468b0909d68194cc9a2d073	50117	released
ab670fd9-01d3-4e7f-ad52-9e4ae3cef911	3194bfe1-3a4f-4e12-8584-3957b2f93dee.mirbase21.mirnas.quantification.txt	b3d417140a6102904dea356febe08547	50056	released
f5bb3cda-5fa5-4b70-9f20-e9d27486b571	0c8d265d-4709-475d-90b9-bdbf5fcc5750.mirbase21.mirnas.quantification.txt	112b5bb15975ecd1a0eabd10b8ad109c	50266	released
862b5ee1-88d1-4d8b-a060-6b3e3d1fd9ac	7114b0e8-2e8d-4fca-a9c7-719d066e5e9f.mirbase21.mirnas.quantification.txt	6add4cd0659e8fd552b1eac9d8c0eda1	50136	released
84ca14d9-a32f-42dd-8967-e0b1b030ab42	f1dfb3a9-48e6-4f27-bebf-244e03b3492a.mirbase21.mirnas.quantification.txt	4cbbda6bde5923ed49fd4328bddf98b6	50084	released
f75a6fb7-de2a-49f3-8ed5-b5e3908e4451	4d166b4d-c92b-4a81-889b-d71fddb999b5.mirbase21.mirnas.quantification.txt	2015f42b42a889974f11a614ab73b14f	50082	released
0838cb35-6fc5-45b2-ab14-ec91e0d19b6a	1be1f46b-6b1d-491e-a0c3-59cf1c38ebc1.mirbase21.mirnas.quantification.txt	a7adf51682a625f9987b8bcd4d3379d5	50447	released
63b95ca9-9f6c-47b5-a340-a72e6e3a56a8	67a4a430-27fc-41bd-938b-77fee73ab489.mirbase21.mirnas.quantification.txt	c7e4ad48dbbd7cda0ae0fa1180c65fe6	50204	released
39fe12e0-20c5-4a65-bb3c-260a1e9b20b8	54d4eed0-6ca8-4706-82a7-52e1c1768c81.mirbase21.mirnas.quantification.txt	7f4477aae29cb41e4889781abd7cd9b5	50185	released
cf6be942-0ff5-4be5-92a9-39c1e46cb53d	e71f7baa-77cf-4ff1-8ccb-9ff3606e9e0f.mirnaseq.mirnas.quantification.txt	a296fa45041ebf1a169c352f93526491	50731	released
9d50b3ef-78a6-4ed8-bdc1-c540024ffa93	8106e909-5e88-4d09-b741-76a47089d7ee.mirnaseq.mirnas.quantification.txt	d2c3b2e4c280e7afa43b6641ad6eb544	50606	released
7ee7485d-cabb-4428-aefb-400768e529a3	ed5fc004-3455-4902-8fcb-d9c97be38e44.mirnaseq.mirnas.quantification.txt	6c7b5855132b84797427f646150f8c82	50759	released
9d682c94-225d-4091-ba95-787e65796bc0	87201c14-b8b4-49eb-a668-9544cc7b4c23.mirnaseq.mirnas.quantification.txt	c6d532bdb717a7612bbd467369e890ea	50726	released
c13b80db-7c1c-4fe3-9c98-51f6d79e2266	c722932f-bcd6-4b85-b032-bd0fe3bcdda0.mirnaseq.mirnas.quantification.txt	2ea92de470b3e0e5258c73870b608f5d	50630	released
c9d80f57-3a45-48a9-a39a-d70cd40a7231	1a44fd22-db96-438a-af78-9eca105b2823.mirnaseq.mirnas.quantification.txt	ea31aa509235149f44b5b19b8f293bac	50850	released
e89dc19b-effc-457a-aef1-9588c698b293	bc64f922-b6e6-416a-964d-9d7225c3bf50.mirnaseq.mirnas.quantification.txt	724e563999bc1e142e659a65ed081f31	50712	released
3ca7d815-c71d-4fab-8b7d-892c4634327e	9791a5ba-5ddb-4300-8b34-061a5f203bba.mirnaseq.mirnas.quantification.txt	5451e34ae72ed86ef5e79184207efa7a	50855	released
29ecd001-84bf-433a-9ca1-7d15e339f294	ffea5453-6f2f-49c1-9f1f-e76895d65d9c.mirnaseq.mirnas.quantification.txt	8e57a2971f924ef41c209d6cc7496b8d	50778	released
6ccc7101-fc98-4cf7-8b52-1e993431e488	17d4a934-43c6-46d8-90f8-8cb6af9508c5.mirnaseq.mirnas.quantification.txt	d303cd27588c3a2f9b8fb6cf4400dfd4	50698	released
88f15bb5-d599-4027-ae09-ff1769f9cbcc	6b233629-a0d3-411a-bf65-f3ac4b5665f7.mirnaseq.mirnas.quantification.txt	e757144b3122cc26ed0429c3b27312d1	50813	released
d96decae-0e89-4755-9f03-430c87bfa0a9	abcba1e6-df8c-4872-89eb-3eac5875e8f1.mirnaseq.mirnas.quantification.txt	b138ffb9616e9c0e403ed0e0266a69cc	50789	released
6283c80e-d769-4c8c-9433-984aadcfb94e	1bdbf404-97b7-48be-85dc-158d4fe45453.mirnaseq.mirnas.quantification.txt	1bc502f60a77af1a0c93a825ecb4ae07	50779	released
6142c02a-eae2-4d2d-a73d-70c00636c740	f86240f2-85da-4350-935d-343b54c15381.mirnaseq.mirnas.quantification.txt	5a63fe19c52c882f82829491f9fa6d8c	50647	released
0e173b56-6bb0-4b33-9541-62b7e3c01c6e	4ab046ea-8e48-4bef-86d2-9d3d0a9a8c98.mirnaseq.mirnas.quantification.txt	dd2873d880ce50338cfaad66cfe6d8c0	50706	released
a55ac0af-fd45-485d-9746-b6a03a061b41	4e8e81b5-b14a-4c7b-81d1-fbcbc97241fa.mirnaseq.mirnas.quantification.txt	c640d214d8948a672429a3d903cb39b2	50927	released
2d09a371-d641-49a6-bdab-21693fed9a6d	70a3e7f0-9133-4cae-b09e-44411de2aeb4.mirnaseq.mirnas.quantification.txt	fc2b3bc3346aac65715ca4b722210ba2	50871	released
80bd3ce4-4b6d-461e-971d-c57f3834091c	7e3dfb8e-82ae-4ded-ae77-90a2b6e26a83.mirnaseq.mirnas.quantification.txt	ec72cd6ab60a5859b8e77df0a908d15e	50786	released
